"gene_id","gene_id_clean","symbol","entrez"
"ENSG00000026036.22","ENSG00000026036","RTEL1-TNFRSF6B","100533107"
"ENSG00000026103.21","ENSG00000026103","FAS","355"
"ENSG00000026297.15","ENSG00000026297","RNASET2","8635"
"ENSG00000026508.18","ENSG00000026508","CD44","960"
"ENSG00000026559.13","ENSG00000026559","KCNG1","3755"
"ENSG00000026652.13","ENSG00000026652","AGPAT4","56895"
"ENSG00000026751.16","ENSG00000026751","SLAMF7","57823"
"ENSG00000026950.16","ENSG00000026950","BTN3A1","11119"
"ENSG00000027001.9","ENSG00000027001","MIPEP","4285"
"ENSG00000027075.14","ENSG00000027075","PRKCH","5583"
"ENSG00000027644.4","ENSG00000027644","INSRR","3645"
"ENSG00000027697.14","ENSG00000027697","IFNGR1","3459"
"ENSG00000027847.13","ENSG00000027847","B4GALT7","11285"
"ENSG00000027869.11","ENSG00000027869","SH2D2A","9047"
"ENSG00000028116.17","ENSG00000028116","VRK2","7444"
"ENSG00000028137.18","ENSG00000028137","TNFRSF1B","7133"
"ENSG00000028203.17","ENSG00000028203","VEZT","55591"
"ENSG00000028277.21","ENSG00000028277","POU2F2","5452"
"ENSG00000028310.17","ENSG00000028310","BRD9","65980"
"ENSG00000028528.14","ENSG00000028528","SNX1","6642"
"ENSG00000028839.9","ENSG00000028839","TBPL1","9519"
"ENSG00000029153.14","ENSG00000029153","BMAL2","56938"
"ENSG00000029363.16","ENSG00000029363","BCLAF1","9774"
"ENSG00000029364.11","ENSG00000029364","SLC39A9","55334"
"ENSG00000029534.20","ENSG00000029534","ANK1","286"
"ENSG00000029559.6","ENSG00000029559","IBSP","3381"
"ENSG00000029639.10","ENSG00000029639","TFB1M","51106"
"ENSG00000029725.16","ENSG00000029725","RABEP1","9135"
"ENSG00000029993.14","ENSG00000029993","HMGB3","3149"
"ENSG00000030066.13","ENSG00000030066","NUP160","23279"
"ENSG00000030110.12","ENSG00000030110","BAK1","578"
"ENSG00000030304.13","ENSG00000030304","MUSK","4593"
"ENSG00000030419.16","ENSG00000030419","IKZF2","22807"
"ENSG00000030582.17","ENSG00000030582","GRN","2896"
"ENSG00000031003.10","ENSG00000031003","FAM13B","51306"
"ENSG00000031081.10","ENSG00000031081","ARHGAP31","57514"
"ENSG00000031691.6","ENSG00000031691","CENPQ","55166"
"ENSG00000031698.12","ENSG00000031698","SARS1","6301"
"ENSG00000031823.14","ENSG00000031823","RANBP3","8498"
"ENSG00000032219.18","ENSG00000032219","ARID4A","5926"
"ENSG00000032389.12","ENSG00000032389","EIPR1","7260"
"ENSG00000032444.16","ENSG00000032444","PNPLA6","10908"
"ENSG00000032742.17","ENSG00000032742","IFT88","8100"
"ENSG00000033011.12","ENSG00000033011","ALG1","56052"
"ENSG00000033030.13","ENSG00000033030","ZCCHC8","55596"
"ENSG00000033050.8","ENSG00000033050","ABCF2","10061"
"ENSG00000033100.16","ENSG00000033100","CHPF2","54480"
"ENSG00000033122.18","ENSG00000033122","LRRC7","57554"
"ENSG00000033170.16","ENSG00000033170","FUT8","2530"
"ENSG00000033178.12","ENSG00000033178","UBA6","55236"
"ENSG00000033327.12","ENSG00000033327","GAB2","9846"
"ENSG00000033627.16","ENSG00000033627","ATP6V0A1","535"
"ENSG00000033800.13","ENSG00000033800","PIAS1","8554"
"ENSG00000033867.16","ENSG00000033867","SLC4A7","9497"
"ENSG00000034053.14","ENSG00000034053","APBA2","321"
"ENSG00000034152.18","ENSG00000034152","MAP2K3","5606"
"ENSG00000034239.10","ENSG00000034239","CLXN","79645"
"ENSG00000034510.5","ENSG00000034510","TMSB10","9168"
"ENSG00000034533.11","ENSG00000034533","ASTE1","28990"
"ENSG00000034677.12","ENSG00000034677","RNF19A","25897"
"ENSG00000034693.14","ENSG00000034693","PEX3","8504"
"ENSG00000034713.7","ENSG00000034713","GABARAPL2","11345"
"ENSG00000034971.16","ENSG00000034971","MYOC","4653"
"ENSG00000035115.21","ENSG00000035115","SH3YL1","26751"
"ENSG00000035141.7","ENSG00000035141","FAM136A","84908"
"ENSG00000035403.17","ENSG00000035403","VCL","7414"
"ENSG00000035499.12","ENSG00000035499","DEPDC1B","55789"
"ENSG00000035664.11","ENSG00000035664","DAPK2","23604"
"ENSG00000035681.8","ENSG00000035681","NSMAF","8439"
"ENSG00000035687.9","ENSG00000035687","ADSS2","159"
"ENSG00000035720.7","ENSG00000035720","STAP1","26228"
"ENSG00000035862.12","ENSG00000035862","TIMP2","7077"
"ENSG00000035928.15","ENSG00000035928","RFC1","5981"
"ENSG00000036054.12","ENSG00000036054","TBC1D23","55773"
"ENSG00000036257.12","ENSG00000036257","CUL3","8452"
"ENSG00000036448.9","ENSG00000036448","MYOM2","9172"
"ENSG00000036473.7","ENSG00000036473","OTC","5009"
"ENSG00000036530.8","ENSG00000036530","CYP46A1","10858"
"ENSG00000036549.12","ENSG00000036549","ZZZ3","26009"
"ENSG00000036565.14","ENSG00000036565","SLC18A1","6570"
"ENSG00000036672.15","ENSG00000036672","USP2","9099"
"ENSG00000036828.16","ENSG00000036828","CASR","846"
"ENSG00000037042.8","ENSG00000037042","TUBG2","27175"
"ENSG00000037241.7","ENSG00000037241","RPL26L1","51121"
"ENSG00000037280.15","ENSG00000037280","FLT4","2324"
"ENSG00000037474.14","ENSG00000037474","NSUN2","54888"
"ENSG00000037637.10","ENSG00000037637","FBXO42","54455"
"ENSG00000037749.12","ENSG00000037749","MFAP3","4238"
"ENSG00000037757.13","ENSG00000037757","MRI1","84245"
"ENSG00000037897.16","ENSG00000037897","METTL1","4234"
"ENSG00000037965.5","ENSG00000037965","HOXC8","3224"
"ENSG00000038002.8","ENSG00000038002","AGA","175"
"ENSG00000038210.12","ENSG00000038210","PI4K2B","55300"
"ENSG00000038219.12","ENSG00000038219","BOD1L1","259282"
"ENSG00000038274.16","ENSG00000038274","MAT2B","27430"
"ENSG00000038295.7","ENSG00000038295","TLL1","7092"
"ENSG00000038358.14","ENSG00000038358","EDC4","23644"
"ENSG00000038382.19","ENSG00000038382","TRIO","7204"
"ENSG00000038427.15","ENSG00000038427","VCAN","1462"
"ENSG00000038532.15","ENSG00000038532","CLEC16A","23274"
"ENSG00000038945.14","ENSG00000038945","MSR1","4481"
"ENSG00000039068.18","ENSG00000039068","CDH1","999"
"ENSG00000039123.15","ENSG00000039123","MTREX","23517"
"ENSG00000039139.9","ENSG00000039139","DNAH5","1767"
"ENSG00000039319.16","ENSG00000039319","ZFYVE16","9765"
"ENSG00000039523.19","ENSG00000039523","RIPOR1","79567"
"ENSG00000039537.13","ENSG00000039537","C6","729"
"ENSG00000039560.13","ENSG00000039560","RAI14","26064"
"ENSG00000039600.10","ENSG00000039600","SOX30","11063"
"ENSG00000039650.11","ENSG00000039650","PNKP","11284"
"ENSG00000039987.6","ENSG00000039987","BEST2","54831"
"ENSG00000040199.18","ENSG00000040199","PHLPP2","23035"
"ENSG00000040275.16","ENSG00000040275","SPDL1","54908"
"ENSG00000040341.17","ENSG00000040341","STAU2","27067"
"ENSG00000040487.12","ENSG00000040487","SLC66A1","54896"
"ENSG00000040531.14","ENSG00000040531","CTNS","1497"
"ENSG00000040608.13","ENSG00000040608","RTN4R","65078"
"ENSG00000040633.12","ENSG00000040633","PHF23","79142"
"ENSG00000040731.10","ENSG00000040731","CDH10","1008"
"ENSG00000040933.15","ENSG00000040933","INPP4A","3631"
"ENSG00000041353.9","ENSG00000041353","RAB27B","5874"
"ENSG00000041357.15","ENSG00000041357","PSMA4","5685"
"ENSG00000041515.15","ENSG00000041515","MYO16","23026"
"ENSG00000041802.10","ENSG00000041802","LSG1","55341"
"ENSG00000041880.14","ENSG00000041880","PARP3","10039"
"ENSG00000041982.15","ENSG00000041982","TNC","3371"
"ENSG00000041988.15","ENSG00000041988","THAP3","90326"
"ENSG00000042062.11","ENSG00000042062","RIPOR3","140876"
"ENSG00000042088.13","ENSG00000042088","TDP1","55775"
"ENSG00000042286.14","ENSG00000042286","AIFM2","84883"
"ENSG00000042304.11","ENSG00000042304",NA,NA
"ENSG00000042317.16","ENSG00000042317","SPATA7","55812"
"ENSG00000042429.11","ENSG00000042429","MED17","9440"
"ENSG00000042445.13","ENSG00000042445","RETSAT","54884"
"ENSG00000042493.15","ENSG00000042493","CAPG","822"
"ENSG00000042753.11","ENSG00000042753","AP2S1","1175"
"ENSG00000042781.12","ENSG00000042781","USH2A","7399"
"ENSG00000042813.7","ENSG00000042813","ZPBP","11055"
"ENSG00000042832.11","ENSG00000042832","TG","7038"
"ENSG00000042980.12","ENSG00000042980","ADAM28","10863"
"ENSG00000043039.6","ENSG00000043039","BARX2","8538"
"ENSG00000043093.13","ENSG00000043093","DCUN1D1","54165"
"ENSG00000043143.20","ENSG00000043143","JADE2","23338"
"ENSG00000043355.11","ENSG00000043355","ZIC2","7546"
"ENSG00000043462.11","ENSG00000043462","LCP2","3937"
"ENSG00000043514.16","ENSG00000043514","TRIT1","54802"
"ENSG00000043591.5","ENSG00000043591","ADRB1","153"
"ENSG00000044012.3","ENSG00000044012","GUCA2B","2981"
"ENSG00000044090.8","ENSG00000044090","CUL7","9820"
"ENSG00000044115.20","ENSG00000044115","CTNNA1","1495"
"ENSG00000044446.11","ENSG00000044446","PHKA2","5256"
"ENSG00000044459.14","ENSG00000044459","CNTLN","54875"
"ENSG00000044524.10","ENSG00000044524","EPHA3","2042"
"ENSG00000044574.7","ENSG00000044574","HSPA5","3309"
"ENSG00000046604.12","ENSG00000046604","DSG2","1829"
"ENSG00000046647.13","ENSG00000046647","GEMIN8","54960"
"ENSG00000046651.14","ENSG00000046651","OFD1","8481"
"ENSG00000046653.14","ENSG00000046653","GPM6B","2824"
"ENSG00000046774.9","ENSG00000046774","MAGEC2","51438"
"ENSG00000046889.18","ENSG00000046889","PREX2","80243"
"ENSG00000047056.15","ENSG00000047056","WDR37","22884"
"ENSG00000047188.15","ENSG00000047188","YTHDC2","64848"
"ENSG00000047230.14","ENSG00000047230","CTPS2","56474"
"ENSG00000047249.17","ENSG00000047249","ATP6V1H","51606"
"ENSG00000047315.15","ENSG00000047315","POLR2B","5431"
"ENSG00000047346.12","ENSG00000047346","ATOSA","56204"
"ENSG00000047365.11","ENSG00000047365","ARAP2","116984"
"ENSG00000047410.13","ENSG00000047410","TPR","7175"
"ENSG00000047457.13","ENSG00000047457","CP","1356"
"ENSG00000047578.12","ENSG00000047578","KATNIP","23247"
"ENSG00000047579.19","ENSG00000047579","DTNBP1","84062"
"ENSG00000047597.6","ENSG00000047597","XK","7504"
"ENSG00000047617.14","ENSG00000047617","ANO2","57101"
"ENSG00000047621.11","ENSG00000047621","FERRY3","57102"
"ENSG00000047634.14","ENSG00000047634","SCML1","6322"
"ENSG00000047644.18","ENSG00000047644","WWC3","55841"
"ENSG00000047648.21","ENSG00000047648","ARHGAP6","395"
"ENSG00000047662.4","ENSG00000047662","FAM184B","27146"
"ENSG00000047849.21","ENSG00000047849","MAP4","4134"
"ENSG00000047932.13","ENSG00000047932","GOPC","57120"
"ENSG00000047936.10","ENSG00000047936","ROS1","6098"
"ENSG00000048028.11","ENSG00000048028","USP28","57646"
"ENSG00000048052.21","ENSG00000048052","HDAC9","9734"
"ENSG00000048140.17","ENSG00000048140","TSPAN17","26262"
"ENSG00000048162.20","ENSG00000048162","NOP16","51491"
"ENSG00000048342.15","ENSG00000048342","CC2D2A","57545"
"ENSG00000048392.11","ENSG00000048392","RRM2B","50484"
"ENSG00000048405.9","ENSG00000048405","ZNF800","168850"
"ENSG00000048462.10","ENSG00000048462","TNFRSF17","608"
"ENSG00000048471.13","ENSG00000048471","SNX29","92017"
"ENSG00000048540.14","ENSG00000048540","LMO3","55885"
"ENSG00000048544.5","ENSG00000048544","MRPS10","55173"
"ENSG00000048545.13","ENSG00000048545","GUCA1A","2978"
"ENSG00000048649.13","ENSG00000048649","RSF1","51773"
"ENSG00000048707.15","ENSG00000048707","VPS13D","55187"
"ENSG00000048740.18","ENSG00000048740","CELF2","10659"
"ENSG00000048828.16","ENSG00000048828","FAM120A","23196"
"ENSG00000048991.16","ENSG00000048991","R3HDM1","23518"
"ENSG00000049089.14","ENSG00000049089","COL9A2","1298"
"ENSG00000049130.15","ENSG00000049130","KITLG","4254"
"ENSG00000049167.14","ENSG00000049167","ERCC8","1161"
"ENSG00000049192.14","ENSG00000049192","ADAMTS6","11174"
"ENSG00000049239.12","ENSG00000049239","H6PD","9563"
"ENSG00000049245.12","ENSG00000049245","VAMP3","9341"
"ENSG00000049246.14","ENSG00000049246","PER3","8863"
"ENSG00000049247.13","ENSG00000049247","UTS2","10911"
"ENSG00000049249.8","ENSG00000049249","TNFRSF9","3604"
"ENSG00000049283.17","ENSG00000049283","EPN3","55040"
"ENSG00000049323.15","ENSG00000049323","LTBP1","4052"
"ENSG00000049449.9","ENSG00000049449","RCN1","5954"
"ENSG00000049540.16","ENSG00000049540","ELN","2006"
"ENSG00000049541.10","ENSG00000049541","RFC2","5982"
"ENSG00000049618.23","ENSG00000049618","ARID1B","57492"
"ENSG00000049656.13","ENSG00000049656","CLPTM1L","81037"
"ENSG00000049759.17","ENSG00000049759","NEDD4L","23327"
"ENSG00000049768.14","ENSG00000049768","FOXP3","50943"
"ENSG00000049769.12","ENSG00000049769","PPP1R3F","89801"
"ENSG00000049860.13","ENSG00000049860","HEXB","3074"
"ENSG00000049883.14","ENSG00000049883","PTCD2","79810"
"ENSG00000050030.14","ENSG00000050030","NEXMIF","340533"
"ENSG00000050130.17","ENSG00000050130","JKAMP","51528"
"ENSG00000050165.17","ENSG00000050165","DKK3","27122"
"ENSG00000050327.14","ENSG00000050327","ARHGEF5","7984"
"ENSG00000050344.8","ENSG00000050344","NFE2L3","9603"
"ENSG00000050393.11","ENSG00000050393","MCUR1","63933"
"ENSG00000050405.13","ENSG00000050405","LIMA1","51474"
"ENSG00000050426.15","ENSG00000050426","LETMD1","25875"
"ENSG00000050438.16","ENSG00000050438","SLC4A8","9498"
"ENSG00000050555.17","ENSG00000050555","LAMC3","10319"
"ENSG00000050628.20","ENSG00000050628","PTGER3","5733"
"ENSG00000050730.15","ENSG00000050730","TNIP3","79931"
"ENSG00000050748.17","ENSG00000050748","MAPK9","5601"
"ENSG00000050767.16","ENSG00000050767","COL23A1","91522"
"ENSG00000050820.16","ENSG00000050820","BCAR1","9564"
"ENSG00000051009.10","ENSG00000051009","FHIP1B","84067"
"ENSG00000051108.14","ENSG00000051108","HERPUD1","9709"
"ENSG00000051128.18","ENSG00000051128","HOMER3","9454"
"ENSG00000051180.16","ENSG00000051180","RAD51","5888"
"ENSG00000051341.13","ENSG00000051341","POLQ","10721"
"ENSG00000051382.8","ENSG00000051382","PIK3CB","5291"
"ENSG00000051523.10","ENSG00000051523","CYBA","1535"
"ENSG00000051596.9","ENSG00000051596","THOC3","84321"
"ENSG00000051620.10","ENSG00000051620","HEBP2","23593"
"ENSG00000051825.14","ENSG00000051825","MPHOSPH9","10198"
"ENSG00000052126.14","ENSG00000052126","PLEKHA5","54477"
"ENSG00000052344.15","ENSG00000052344","PRSS8","5652"
"ENSG00000052723.11","ENSG00000052723","SIKE1","80143"
"ENSG00000052749.13","ENSG00000052749","RRP12","23223"
"ENSG00000052795.12","ENSG00000052795","FNIP2","57600"
"ENSG00000052802.12","ENSG00000052802","MSMO1","6307"
"ENSG00000052841.14","ENSG00000052841","TTC17","55761"
"ENSG00000052850.6","ENSG00000052850","ALX4","60529"
"ENSG00000053108.16","ENSG00000053108","FSTL4","23105"
"ENSG00000053254.15","ENSG00000053254","FOXN3","1112"
"ENSG00000053328.8","ENSG00000053328","METTL24","728464"
"ENSG00000053371.12","ENSG00000053371","AKR7A2","8574"
"ENSG00000053372.4","ENSG00000053372","MRTO4","51154"
"ENSG00000053438.9","ENSG00000053438","NNAT","4826"
"ENSG00000053501.12","ENSG00000053501","USE1","55850"
"ENSG00000053524.12","ENSG00000053524","MCF2L2","23101"
"ENSG00000053702.14","ENSG00000053702","NRIP2","83714"
"ENSG00000053747.16","ENSG00000053747","LAMA3","3909"
"ENSG00000053770.11","ENSG00000053770","AP5M1","55745"
"ENSG00000053900.10","ENSG00000053900","ANAPC4","29945"
"ENSG00000053918.16","ENSG00000053918","KCNQ1","3784"
"ENSG00000054116.11","ENSG00000054116","TRAPPC3","27095"
"ENSG00000054118.14","ENSG00000054118","THRAP3","9967"
"ENSG00000054148.17","ENSG00000054148","PHPT1","29085"
"ENSG00000054179.11","ENSG00000054179","ENTPD2","954"
"ENSG00000054219.10","ENSG00000054219","LY75","4065"
"ENSG00000054267.21","ENSG00000054267","ARID4B","51742"
"ENSG00000054277.13","ENSG00000054277","OPN3","23596"
"ENSG00000054282.15","ENSG00000054282","SDCCAG8","10806"
"ENSG00000054356.13","ENSG00000054356","PTPRN","5798"
"ENSG00000054392.12","ENSG00000054392","HHAT","55733"
"ENSG00000054523.17","ENSG00000054523","KIF1B","23095"
"ENSG00000054598.7","ENSG00000054598","FOXC1","2296"
"ENSG00000054611.13","ENSG00000054611","TBC1D22A","25771"
"ENSG00000054654.16","ENSG00000054654","SYNE2","23224"
"ENSG00000054690.13","ENSG00000054690","PLEKHH1","57475"
"ENSG00000054793.13","ENSG00000054793","ATP9A","10079"
"ENSG00000054796.12","ENSG00000054796","SPO11","23626"
"ENSG00000054803.3","ENSG00000054803","CBLN4","140689"
"ENSG00000054938.15","ENSG00000054938","CHRDL2","25884"
"ENSG00000054965.10","ENSG00000054965","FAM168A","23201"
"ENSG00000054967.12","ENSG00000054967","RELT","84957"
"ENSG00000054983.16","ENSG00000054983","GALC","2581"
"ENSG00000055044.10","ENSG00000055044","NOP58","51602"
"ENSG00000055070.16","ENSG00000055070","SZRD1","26099"
"ENSG00000055118.14","ENSG00000055118","KCNH2","3757"
"ENSG00000055130.15","ENSG00000055130","CUL1","8454"
"ENSG00000055147.18","ENSG00000055147","FAM114A2","10827"
"ENSG00000055163.19","ENSG00000055163","CYFIP2","26999"
"ENSG00000055208.18","ENSG00000055208","TAB2","23118"
"ENSG00000055211.13","ENSG00000055211","GINM1","116254"
"ENSG00000055332.17","ENSG00000055332","EIF2AK2","5610"
"ENSG00000055483.19","ENSG00000055483","USP36","57602"
"ENSG00000055609.17","ENSG00000055609","KMT2C","58508"
"ENSG00000055732.12","ENSG00000055732","MCOLN3","55283"
"ENSG00000055813.5","ENSG00000055813","CCDC85A","114800"
"ENSG00000055917.15","ENSG00000055917","PUM2","23369"
"ENSG00000055950.16","ENSG00000055950","MRPL43","84545"
"ENSG00000055955.15","ENSG00000055955","ITIH4","3700"
"ENSG00000055957.10","ENSG00000055957","ITIH1","3697"
"ENSG00000056050.6","ENSG00000056050","HPF1","54969"
"ENSG00000056097.15","ENSG00000056097","ZFR","51663"
"ENSG00000056277.15","ENSG00000056277","ZNF280C","55609"
"ENSG00000056291.17","ENSG00000056291","NPFFR2","10886"
"ENSG00000056487.15","ENSG00000056487","PHF21B","112885"
"ENSG00000056558.10","ENSG00000056558","TRAF1","7185"
"ENSG00000056586.15","ENSG00000056586","RC3H2","54542"
"ENSG00000056736.9","ENSG00000056736","IL17RB","55540"
"ENSG00000056972.18","ENSG00000056972","TRAF3IP2","10758"
"ENSG00000056998.19","ENSG00000056998","GYG2","8908"
"ENSG00000057019.15","ENSG00000057019","DCBLD2","131566"
"ENSG00000057149.15","ENSG00000057149","SERPINB3","6317"
"ENSG00000057252.12","ENSG00000057252","SOAT1","6646"
"ENSG00000057294.14","ENSG00000057294","PKP2","5318"
"ENSG00000057468.6","ENSG00000057468","MSH4","4438"
"ENSG00000057593.13","ENSG00000057593","F7","2155"
"ENSG00000057608.16","ENSG00000057608","GDI2","2665"
"ENSG00000057657.16","ENSG00000057657","PRDM1","639"
"ENSG00000057663.15","ENSG00000057663","ATG5","9474"
"ENSG00000057704.12","ENSG00000057704","TMCC3","57458"
"ENSG00000057757.9","ENSG00000057757","PITHD1","57095"
"ENSG00000057935.13","ENSG00000057935","MTA3","57504"
"ENSG00000058056.8","ENSG00000058056","USP13","8975"
"ENSG00000058063.15","ENSG00000058063","ATP11B","23200"
"ENSG00000058085.14","ENSG00000058085","LAMC2","3918"
"ENSG00000058091.16","ENSG00000058091","CDK14","5218"
"ENSG00000058262.9","ENSG00000058262","SEC61A1","29927"
"ENSG00000058272.18","ENSG00000058272","PPP1R12A","4659"
"ENSG00000058335.15","ENSG00000058335","RASGRF1","5923"
"ENSG00000058404.19","ENSG00000058404","CAMK2B","816"
"ENSG00000058453.16","ENSG00000058453","CROCC","9696"
"ENSG00000058600.15","ENSG00000058600","POLR3E","55718"
"ENSG00000058668.14","ENSG00000058668","ATP2B4","493"
"ENSG00000058673.16","ENSG00000058673","ZC3H11A","9877"
"ENSG00000058729.10","ENSG00000058729","RIOK2","55781"
"ENSG00000058799.14","ENSG00000058799","YIPF1","54432"
"ENSG00000058804.11","ENSG00000058804","NDC1","55706"
"ENSG00000058866.14","ENSG00000058866","DGKG","1608"
"ENSG00000059122.16","ENSG00000059122","FLYWCH1","84256"
"ENSG00000059145.18","ENSG00000059145","UNKL","64718"
"ENSG00000059377.16","ENSG00000059377","TBXAS1","6916"
"ENSG00000059378.12","ENSG00000059378","PARP12","64761"
"ENSG00000059573.8","ENSG00000059573","ALDH18A1","5832"
"ENSG00000059588.9","ENSG00000059588","TARBP1","6894"
"ENSG00000059691.11","ENSG00000059691","GATB","5188"
"ENSG00000059728.10","ENSG00000059728","MXD1","4084"
"ENSG00000059758.7","ENSG00000059758","CDK17","5128"
"ENSG00000059769.19","ENSG00000059769","DNAJC25","548645"
"ENSG00000059804.15","ENSG00000059804","SLC2A3","6515"
"ENSG00000059915.16","ENSG00000059915","PSD","5662"
"ENSG00000060069.16","ENSG00000060069","CTDP1","9150"
"ENSG00000060138.12","ENSG00000060138","YBX3","8531"
"ENSG00000060140.8","ENSG00000060140","STYK1","55359"
"ENSG00000060237.16","ENSG00000060237","WNK1","65125"
"ENSG00000060303.5","ENSG00000060303","RPS17P5","442216"
"ENSG00000060339.13","ENSG00000060339","CCAR1","55749"
"ENSG00000060491.16","ENSG00000060491","OGFR","11054"
"ENSG00000060558.3","ENSG00000060558","GNA15","2769"
"ENSG00000060566.13","ENSG00000060566","CREB3L3","84699"
"ENSG00000060642.10","ENSG00000060642","PIGV","55650"
"ENSG00000060656.19","ENSG00000060656","PTPRU","10076"
"ENSG00000060688.12","ENSG00000060688","SNRNP40","9410"
"ENSG00000060709.15","ENSG00000060709","RIMBP2","23504"
"ENSG00000060718.21","ENSG00000060718","COL11A1","1301"
"ENSG00000060749.15","ENSG00000060749","QSER1","79832"
"ENSG00000060762.18","ENSG00000060762","MPC1","51660"
"ENSG00000060971.17","ENSG00000060971","ACAA1","30"
"ENSG00000060982.14","ENSG00000060982","BCAT1","586"
